Sentiment,
positive,Looks like $NUMBER$. Rumours are that TimesNow-VMR has changed its number to for BJP.
positive, Jehadi former VP Ansari is showing his true colours. Worth to hear again PM Modi's farewell speech to him
positive,New facts on Nagrota land deal. BJP top leaders and RSS pracharaks involved says Indian Eress.
negative, BJP is officially people's party now! No BJP member big enough to be followed by party handle
negative, Fake news Modis Demonetisation had ended Naxalism and Black Money last year so how are there Naxals and weapons? Think! ht
positive, Ok folks forget about the actual results on the th Navika has already given Karnataka to the Bjp.
positive, parking violations increased on Modi hospital road near kadamba as hotel security collides with custom
negative, This tweet is not in good taste of course but BJPigs and sanghis like giving gyan to Ram is laughable when
positive,I have Proved that all Corrupted. To Much Corruption within BJP Govt by squeezing the Neck of mine.
negative,"The deputy chief minister as well as the speaker of the legislative assembly, both belonging to the BJP, have accus $NUMBER$"
positive,Nomura On K'taka Polls Don't See Karnataka Election Results As a Litmus Test Of Bjp's Popularity
positive, This reveals the of BJP for .
positive, Pray for Syria to mocking Modi &amp; being part of radical Tamil separatist group... The boi has came long way
positive,Criticise Modi for promoting hatred by following vicious trolls on Twitter or for divisive politics or failed prom
positive," BJP is trending Vote4Lotus. After having given tickets to Reddy Brothers,who had turned Bellary into what Justice Santosh"
positive,I have Proved that all Corrupted. Too Much Corruption within BJP Govt by squeezing the Neck of mine.
positive,Cong to ;
positive,BJP $NUMBER$;
negative," Ravinder Raina, MLA Nowshera, is the new State President of BJP in Jammu and Kashmir. Now i am sure north and south pole w"
positive,"Can you elain how without the support of bengalis, BJP canno"
positive,"Prime Minister of India Narendra Modi ji and I have agreed, during . Jis successful state visit to N"
negative,Nirmala Sitharaman compares Chidambaram to Nawaz Sharif. Guess BJP has become the richest party in India by being
positive, How many of us remember the omerta observed against Congress top leaders when Vajpayee Congress was in the control of BJP?
positive, Modi ji's promise vs delivery. c
positive,"Forget Narendra Modi, the fact that you are wishing for an abortion on says a lot about your own upbringing."
positive, Death by strangulation at gun point. An early asassination attempt on me!!! BJP should find these kids and hire them.
positive," Really inspiring! Coolie clears civil services written test, and PM Modis Digital India played a big role in his dream su"
positive, Dumbo if you made your God as Modi that doesn't mea
positive,A typical congress party guy.. where are the modi haters now
positive, But in a way Bjp is to be blamed. They released close to sto
negative, Best part is his father rajadurai's interview on times now holding modi govt responsible for h
positive, Sitaram Yechury compares PM Modi with 'Duryodhan' - Times of India
positive,This guy is serial offender abusing our PM Modi Ji
positive," The CBI is chargesheeting Allahabad Bank MD Usha Anananthasubramaniam in the Rs ,000-Cr Nirav Modi scam but is not arresti"
positive,Let us blame.Modi.....may be u can come witj some.brilliant idea
positive, ...Disruption !!! Disruption!!!..Blinded by hate towards Modi is going to take u on the pat
positive, Rahul Gandhi took up PM Modi's challenge to speak for just min without looking at paper!
positive,"With tough fight between Cong, BJP, punters have a field day - Times of India"
positive, If modi ji got chance to write a book he would certainly write Discovery of whatsapp University and how it effect develo
negative,"There is nothing great about Modi &amp; Shah winning elections. If others too had the kind of money at their disposal,"
negative,"Rather than watching news channels tomorrow for exit polls, you better watch EC website and look out for BJP vote s"
positive, Criticise Modi for promoting hatred by following vicious trolls on Twitter or for divisive politics or failed promises or
negative, Indian markets face volatility as exit polls indicate a majority may be elusive for PM Modi's party in Karnataka state electi
positive, Modi Mantra of being successful.
positive, Shameless BJP governense is like political prostitution. W
negative," A tough time for Modi as % people in Rajasthan, Chhattisgarh and Madhya Pradesh want to vote out BJP"
positive," ACHE DIN ACHE DIN, BJP LOOTERE KO ACHE DIN, AAM ADMI KO BURAY DIN. MR. MODI &amp; AMITSHAH HATE LESSON"
negative,Welcome to BJP good m D
positive, They will suspend only BJP supporter has one ISIS mind person $NUMBER$
positive,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA via"
positive,"Modi's emotional blackmailing to Nepal PM and attracting voters in Karnataka by worshipping Janakpur,Pashupatinath"
negative,Indian markets face volatility as exit polls indicate a majority may be elusive for PM Modi's party in Karnataka st
positive,This is to what bjp has reduced to these days. Spreading videos of some drunkard n feeling happy.
positive,"Shivraj singh chouhan has sine nothing for MP, support BJP but it's true ji please get us a candidat"
positive," Modi is a genius, he has different hand writings..."
positive," Every morning, some idiot sends me a message asking why I'm obsessed with Modi or the BJP. I'm not. I'm obsessed with I"
positive,World Political World comment that Modi met Chinese leaders.They advised Modi to
positive," You wont believe this, but once you embrace it you will fall in love with Modi jee !!"
positive," ""Prime Minister of India Narendra Modi ji and I have agreed, during . Jis successful state visit to Nepal, to"
positive," Every major newspaper in Karnataka has full page BJP ads, every Kannada channel a BJP ad in breaks.. BJP has outscored"
positive," BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA"
negative, Welcome to BJP good m D
positive,Did andhrajyothy or any tdp Supporters write any about ideological deviation when kamineni is proposed from bjp to D
negative,Congress win Its a Siddaramaiah win not Rahul.
positive,Congress loss Rahul is not fi
negative,Half the time PM Modi Ji copies what Pandit Nehru does and trys to implement it in his daily life
positive," Nirmal Singh, Deputy CM of J&amp;K, a BJP man, attacks the army, says they are politically motivated. Shameful."
negative, As if bjp did anything. Using Dr work ! Muft ka daaru
positive," For BJP , matters when majority is seats in Karnataka."
positive,But for Congress in Gujarat seats were moral victory fo
positive, During Gujarat elections we saw how dinner meetings with topmost Pakistan officials were held to defeat BJP and now mutual lo
positive,Will this backfire on bjp
negative," BJP near majority mark; Congress President Rahul Gandhi loses another state, this time snatches defeat from victory. BJP with"
positive, I still stick my neck out &amp; call this election for BJP
negative,"PM Modi goes all out to win hearts, Nepal foreign minister says ties at new high"
positive," Slow clap for someone who was fired for being too bigoted for even Zee TV, whose owner and journalists touch Modis and"
positive, Rashtravadi channels along the likes of BC will show BJP as winning.
positive,Make no mistakeIt's Advantage Congress
positive," Shivraj singh chouhan has sine nothing for MP, support BJP but it's true ji please get us a candidate for CM."
positive,Bhai gentle reminder BJP is in power at Centre So what is preventing advance actio
positive, Read BJP President 's interview in which he spoke about how the Congress Govt. in Karnataka is discredited &amp; has
positive, leads to BJP couldnt save interests of JP h
positive,You do work for modi in silence but ur dalali making noise openly
negative," Dear PM Modi, your speech writer needs a crash course in contemporary Indian history. Contrary to your claims, Nehru DID visi"
positive,"Modi, Oli jointly lay foundation stone of -mw Arun III Hydroelectric power plant"
positive,Does BJP still have an advantage in Karnataka?:
negative, Congress is misleading people in the name of Mahadayi. What the Congress is doing is showing its true character and people s
positive,Congress
positive,Congress
negative, Modi lying historical facts to engage people on discussions ignoring main problems country is facing due to devastatin
positive, is a Christian..I am a muslim..now BJP bhakts discover mother is a Christian..bloody hell..when w
positive,Government mulls power exchange to spur Narendra Modis target D
negative, See how the news of narendra modi suffering from swine flu was exciting for her..
positive,Both Modi
negative, out of exit polls put BJP well ahead of Cong. poll is a near dead heat. And poll puts Cong well ahead of BJP
positive," Modi's Chakravyuh :-If you dont attack him ,he will grow. If you attack him then he will grow enentially.Morons now co"
