Sentiment,
positive, Narendra Modi does not want us to judge him on basis of failed Demonetization &amp; sloppy GST of but he wants us to judaw
negative," People disappointed with BJP, yearn for change  MP"
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its pubk.
negative,SEE THE FACTS~ THE PEOPLES CHOICE FOR CONGRESS
negative," Congress only alternative is state, centre  MP Deepender Singh Hooda"
negative, Let that sink in An adult film star and her attorney are holding the President more accountable than the Congresia
negative, Learn how to detect leaks from Congress!
negative,Congress will be the ruling party of india from my wish and my dream d
negative,True...He should be fired by BJP..Were Priyanka..When it comes to nation..Common man does forget diffe
negative, Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is denied Con-pll
negative,"Look at the stock market, it has already stopped thinking about congress win."
negative," Serving in Congress is an honor, not a career. The Founding Fathers envisioned citizen legislators should serve their term"
negative,Communism is no good. But neither is BJP or Congress!
negative, This thread should be read aloud to every member of Congress u
negative, dies June thending the Internet as we know itunless Congress passes the CRA resolution blocking tna
negative, Lets get this straight. Congress passes a law that allows water boarding after /11. Gina Haspel follows the law passed by
negative, Hahaha. Pappu reached to undisclosed destination
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides fll
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides fhi
positive, What healthcare plan did YOUR PARTY pass through Congre
negative," IN, NC, OH, WV - Vote to keep Congress RED on Nov"
positive,Its imperative to keep Congress RED! Please get out the vote for the
negative," Congress should take tax collectors out of the business of regulating political activity, writes Bradley A. Smith http"
negative, I bet a higher percentage of Congress would fail a drug test than those on assistancia
negative,Congress and Pakistan are walking straight into a trap.
negative, National Convention organised by Nationalist Student Congress attended  $
negative, How many of us remember the omerta observed against Congress top leaders when Vajpayee Congress was in the control of BJP?
negative, Congress denied any chances of stitching an alliance with the Janata Dal (Secular) post-Karnataka Assembly polls to come to ng
positive, Now the youth of the MP is ready to throw the Shivraj Sarkar and to form a Congress government in MP.
positive, Its time to dump Garbage of including gang of journo basterds. Rahul Sonia are garbage in the h
positive,"You urge is very good , but we also want to know what your congress party worker do for victim ?"
positive,working to deliver the best eerience Rahul(2/2)
negative,"On /May/2018,at GUBBI GATE Junction,in TUMKUR, the CONGRESS TEAM had a ROADSHOW along with THEIR PAKISTANI FRIEND"
negative, Modi and Amit Shah watching result i
negative," Just so were clear...US Patriots will NEVER allow to be removed from office. Mueller, Rosenstein, Cong"
negative,The th ESPEN Congress on Clinical Nutrition and Metabolism:
positive, Gujarat to Karnataka How Congress upped social media game - Times of India!R$
negative, they'd send Congress this message:
negative,Now Congress &amp; their slaves must find
negative, Ive said it before and Ill say it again. I eect that there will be members of Congress indicted in the Mueller Probe be
positive, The Koch brothers are spending millions to promote the tax bill ahead of the midterms. Here are the members of Congre $
negative,"Disagree. While the killings of Hindus was carried out by brainwashed Sikhs, the killing of Sikhs (genocill"
negative,Lucas literally just said the Rebels are the Viet Cong
negative,"The BJP Karnataka Manifesto, inspired by Narendra Modi, is a poorly crafted fantasy built around a weak"
negative,Hes tried to do more but congress blocked him.
negative, Low minority turnout to hurt Congress in Karnataka  A senior Congress leader
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides fr.
negative, Congress failed all tests of decency &amp; morality when you all coined the word Hindu Terror after /11vy
positive," If congress gets the power in karnatak, one thing is sure that, in Goa present BJP government will not survivs."
negative, When you find a sweet girl at RBAR or Congress $NUMBER$
negative," The Congress leader mocked the exit polls and said, 'Exit opinion polls are entertainment for the next days'"
positive," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks li s"
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides f y
negative,Congress isn't a mess because the PA delegation doesn't have a woman. Is being so damned sexist and superio
negative, Rahul - I am proud of you. This is the treatment Indian nationals deserve.
negative,Hope Karnataka WINNING TRUE AGAIN CONGRES.
negative,"Disagree. While the killings of Hindus was carried out by brainwashed Sikhs, the killing of Sikhs (genocide"
positive, Dear Election Commission while Karnataka polling is on I got a promotional campaign audio call &amp; SMS to vote Congress  s
negative," Which is why I think Congress members like Maxine Waters, Elizabeth Waren, Nancy Polesi and Kamala Harris who have bevy"
negative, Live on at pm on whether Rahul Gandhi will pass the when it comes to - Rahulel
negative,Will Siddaramaiah magic help Cong reap rich dividends again? - Times of India
negative,"Congress should also be banned for aiding, abetting and encouraging Pakistan"
negative," Baby boomers have destroyed the housing market, they've voted for oil wars in congress, they've inflated college education"
negative," Senator Bernie Sanders' son carries his father's fire into congress fight. The system is rigged against low-income, working-c"
positive, All three states he mentioned are non bjp Govt... why did this Pappu ask his wot.
negative, I am scared to think beyond May  because of possible scenarios are nightmares for BJP:
negative, Skeletons on congress coming out slowly
negative,What is the scenario? We have all the proof but if the congress fails to act what happens next?
negative,Karanataka elections results  Congress. :126 to . And BJP :51to . Nd JDS :21th
negative," If the Country is not safe under Nationalist BJP's hands, lets hand it over to Italian National CONgress where the Seniorna"
positive, Italian Meatballs where brilliantly nakeds media stooges congis n chinese gandhis n assures there is nothing  s
negative,"Out of major parties- Shiv Sena, BJP, Nav Nirman Sena, Cong n AIMIM"
negative," There is a non-bailable warrant against RR Nagar Congress MLA, Munirathna, in the fake voter ID case. But he's present at a"
negative, Congress denied any chances of stitching an alliance with the Janata Dal (Secular) post-Karnataka Assembly polls to come to  s
negative,Fine with Dalit chief minsiter if Congress says so Karnataka CM Siddaramaiah - Times of India
positive, Blaming the RSS for /11 was a well crafted strategy of the Congress party to create a spectre of Hindu terror with an p?
